a_id,cont_id,cont_adv_id,cont_own_id,cont_prod_id,cont_date,cont_amt,b_id,adv_id,adv_name,c_id,clt_id,clt_name,e_id,prod_id,prod_name,d_id,cal_date,week_day,bus_day
a_483,D6215081,929461,C53113,p400,2021-11-13,405000,b_78,929461,Adv_78,c_172,C53113,Client_172,e_3,p400,Prod_D,d_682,2021-11-13,5,0
a_484,F5746120,454332,C50082,p100,2022-10-09,698000,b_10,454332,Adv_10,c_177,C50082,Client_177,e_0,p100,Prod_A,d_1012,2022-10-09,6,0
a_485,E4374322,547782,C53207,p500,2022-04-10,439000,b_91,547782,Adv_91,c_39,C53207,Client_39,e_4,p500,Prod_E,d_830,2022-04-10,6,0
a_486,E3026880,121238,C52377,p100,2022-10-26,338000,b_28,121238,Adv_28,c_178,C52377,Client_178,e_0,p100,Prod_A,d_1029,2022-10-26,2,1
a_487,A8557622,673595,C50285,p600,2022-03-06,189000,b_56,673595,Adv_56,c_125,C50285,Client_125,e_5,p600,Prod_F,d_795,2022-03-06,6,0
a_488,D7042047,592435,C55839,p500,2020-01-08,358000,b_52,592435,Adv_52,c_225,C55839,Client_225,e_4,p500,Prod_E,d_7,2020-01-08,2,1
a_489,D8784465,929461,C52767,p700,2021-11-15,607000,b_78,929461,Adv_78,c_297,C52767,Client_297,e_6,p700,Prod_G,d_684,2021-11-15,0,1
a_490,F8526003,850104,C58722,p100,2021-10-12,258000,b_60,850104,Adv_60,c_121,C58722,Client_121,e_0,p100,Prod_A,d_650,2021-10-12,1,1
a_491,A8139569,814758,C50733,p200,2021-01-27,998000,b_73,814758,Adv_73,c_20,C50733,Client_20,e_1,p200,Prod_B,d_392,2021-01-27,2,1
a_492,A8532570,267231,C53468,p600,2021-12-29,185000,b_70,267231,Adv_70,c_229,C53468,Client_229,e_5,p600,Prod_F,d_728,2021-12-29,2,1
a_493,F3032694,752235,C58334,p600,2021-02-24,521000,b_21,752235,Adv_21,c_66,C58334,Client_66,e_5,p600,Prod_F,d_420,2021-02-24,2,1
a_493,F3032694,752235,C58334,p600,2021-02-24,521000,b_21,752235,Adv_21,c_290,C58334,Client_290,e_5,p600,Prod_F,d_420,2021-02-24,2,1
a_494,C1726256,889774,C53369,p600,2022-08-23,266000,b_74,889774,Adv_74,c_9,C53369,Client_9,e_5,p600,Prod_F,d_965,2022-08-23,1,1
a_495,D6011558,691787,C58499,p700,2021-09-01,288000,b_37,691787,Adv_37,c_201,C58499,Client_201,e_6,p700,Prod_G,d_609,2021-09-01,2,1
a_496,E5011009,947712,C51662,p400,2021-07-30,875000,b_12,947712,Adv_12,c_260,C51662,Client_260,e_3,p400,Prod_D,d_576,2021-07-30,4,1
a_497,E5598163,918769,C59967,p500,2022-03-21,570000,b_31,918769,Adv_31,c_176,C59967,Client_176,e_4,p500,Prod_E,d_810,2022-03-21,0,1
a_498,C3674366,870280,C59126,p200,2022-08-18,280000,b_20,870280,Adv_20,c_162,C59126,Client_162,e_1,p200,Prod_B,d_960,2022-08-18,3,1
a_499,F6848651,745395,C52583,p400,2020-03-07,556000,b_75,745395,Adv_75,c_56,C52583,Client_56,e_3,p400,Prod_D,d_66,2020-03-07,5,0
a_500,C2237140,174144,C50576,p200,2022-09-17,403000,b_43,174144,Adv_43,c_221,C50576,Client_221,e_1,p200,Prod_B,d_990,2022-09-17,5,0
a_501,F5430980,207340,C53819,p200,2022-05-15,245000,b_27,207340,Adv_27,c_106,C53819,Client_106,e_1,p200,Prod_B,d_865,2022-05-15,6,0
a_502,D8077365,865372,C50695,p100,2020-03-14,696000,b_41,865372,Adv_41,c_264,C50695,Client_264,e_0,p100,Prod_A,d_73,2020-03-14,5,0
a_503,C6849225,699208,C55795,p100,2021-09-15,249000,b_40,699208,Adv_40,c_191,C55795,Client_191,e_0,p100,Prod_A,d_623,2021-09-15,2,1
a_504,F2718172,633447,C53314,p700,2021-12-09,500000,b_30,633447,Adv_30,c_291,C53314,Client_291,e_6,p700,Prod_G,d_708,2021-12-09,3,1
a_505,F4131044,223501,C53254,p200,2022-12-03,622000,b_80,223501,Adv_80,c_89,C53254,Client_89,e_1,p200,Prod_B,d_1067,2022-12-03,5,0
a_506,D7881582,240750,C55028,p300,2020-08-10,878000,b_29,240750,Adv_29,c_247,C55028,Client_247,e_2,p300,Prod_C,d_222,2020-08-10,0,1
a_507,E7458434,225473,C56869,p600,2021-04-01,625000,b_6,225473,Adv_6,c_186,C56869,Client_186,e_5,p600,Prod_F,d_456,2021-04-01,3,1
a_508,D4872024,389054,C55383,p500,2021-02-05,326000,b_8,389054,Adv_8,c_257,C55383,Client_257,e_4,p500,Prod_E,d_401,2021-02-05,4,1
a_509,B7612138,299218,C50022,p200,2022-06-24,979000,b_90,299218,Adv_90,c_90,C50022,Client_90,e_1,p200,Prod_B,d_905,2022-06-24,4,1
a_510,B7035392,949842,C54582,p300,2022-12-02,587000,b_85,949842,Adv_85,c_26,C54582,Client_26,e_2,p300,Prod_C,d_1066,2022-12-02,4,1
a_511,E6553787,870280,C51936,p400,2021-03-10,600000,b_20,870280,Adv_20,c_171,C51936,Client_171,e_3,p400,Prod_D,d_434,2021-03-10,2,1
a_512,D4021270,207340,C58994,p100,2021-08-04,520000,b_27,207340,Adv_27,c_157,C58994,Client_157,e_0,p100,Prod_A,d_581,2021-08-04,2,1
a_513,F5991069,708313,C52421,p400,2020-07-18,807000,b_3,708313,Adv_3,c_131,C52421,Client_131,e_3,p400,Prod_D,d_199,2020-07-18,5,0
a_514,D6363147,918769,C51080,p100,2020-03-01,968000,b_31,918769,Adv_31,c_212,C51080,Client_212,e_0,p100,Prod_A,d_60,2020-03-01,6,0
a_515,C4395780,611303,C51462,p200,2021-08-27,242000,b_53,611303,Adv_53,c_153,C51462,Client_153,e_1,p200,Prod_B,d_604,2021-08-27,4,1
a_516,D3974320,274894,C55517,p500,2020-03-14,723000,b_17,274894,Adv_17,c_226,C55517,Client_226,e_4,p500,Prod_E,d_73,2020-03-14,5,0
a_517,A3691611,795263,C57949,p500,2021-03-03,917000,b_64,795263,Adv_64,c_102,C57949,Client_102,e_4,p500,Prod_E,d_427,2021-03-03,2,1
a_518,B5359599,267231,C53813,p700,2020-01-12,769000,b_70,267231,Adv_70,c_133,C53813,Client_133,e_6,p700,Prod_G,d_11,2020-01-12,6,0
a_519,E1473146,143682,C56358,p200,2020-08-12,649000,b_81,143682,Adv_81,c_253,C56358,Client_253,e_1,p200,Prod_B,d_224,2020-08-12,2,1
a_520,F8562530,451696,C57949,p200,2021-02-13,925000,b_88,451696,Adv_88,c_102,C57949,Client_102,e_1,p200,Prod_B,d_409,2021-02-13,5,0
a_521,D5325387,547782,C56335,p400,2022-04-23,463000,b_91,547782,Adv_91,c_116,C56335,Client_116,e_3,p400,Prod_D,d_843,2022-04-23,5,0
a_522,A5461172,961702,C59478,p500,2022-05-17,886000,b_19,961702,Adv_19,c_196,C59478,Client_196,e_4,p500,Prod_E,d_867,2022-05-17,1,1
a_523,A8261489,643025,C52792,p400,2020-12-14,831000,b_89,643025,Adv_89,c_165,C52792,Client_165,e_3,p400,Prod_D,d_348,2020-12-14,0,1
a_524,E1586311,949842,C57947,p500,2020-07-19,525000,b_85,949842,Adv_85,c_159,C57947,Client_159,e_4,p500,Prod_E,d_200,2020-07-19,6,0
a_525,F8288724,708313,C59632,p200,2020-04-11,874000,b_3,708313,Adv_3,c_35,C59632,Client_35,e_1,p200,Prod_B,d_101,2020-04-11,5,0
a_526,E3559173,781748,C53257,p100,2021-04-06,854000,b_49,781748,Adv_49,c_292,C53257,Client_292,e_0,p100,Prod_A,d_461,2021-04-06,1,1
a_527,A7862830,433297,C55766,p700,2021-07-22,204000,b_44,433297,Adv_44,c_42,C55766,Client_42,e_6,p700,Prod_G,d_568,2021-07-22,3,1
a_527,A7862830,433297,C55766,p700,2021-07-22,204000,b_44,433297,Adv_44,c_113,C55766,Client_113,e_6,p700,Prod_G,d_568,2021-07-22,3,1
a_528,E3754509,889774,C58334,p700,2020-10-07,649000,b_74,889774,Adv_74,c_66,C58334,Client_66,e_6,p700,Prod_G,d_280,2020-10-07,2,1
a_528,E3754509,889774,C58334,p700,2020-10-07,649000,b_74,889774,Adv_74,c_290,C58334,Client_290,e_6,p700,Prod_G,d_280,2020-10-07,2,1
a_529,F4814043,634950,C56335,p400,2021-08-30,499000,b_92,634950,Adv_92,c_116,C56335,Client_116,e_3,p400,Prod_D,d_607,2021-08-30,0,1
a_530,D6271748,451696,C50978,p200,2021-12-15,101000,b_88,451696,Adv_88,c_140,C50978,Client_140,e_1,p200,Prod_B,d_714,2021-12-15,2,1
a_531,F6913196,433297,C59439,p200,2021-03-09,118000,b_44,433297,Adv_44,c_47,C59439,Client_47,e_1,p200,Prod_B,d_433,2021-03-09,1,1
a_532,A7975054,388490,C53643,p500,2022-03-30,464000,b_35,388490,Adv_35,c_95,C53643,Client_95,e_4,p500,Prod_E,d_819,2022-03-30,2,1
a_533,A1371625,454332,C59924,p300,2020-07-26,176000,b_10,454332,Adv_10,c_96,C59924,Client_96,e_2,p300,Prod_C,d_207,2020-07-26,6,0
a_534,E5712253,351031,C57525,p400,2020-01-31,230000,b_18,351031,Adv_18,c_243,C57525,Client_243,e_3,p400,Prod_D,d_30,2020-01-31,4,1
a_535,E7705718,699208,C53925,p400,2021-09-17,314000,b_40,699208,Adv_40,c_92,C53925,Client_92,e_3,p400,Prod_D,d_625,2021-09-17,4,1
a_536,B1363742,723674,C54619,p600,2020-04-12,349000,b_36,723674,Adv_36,c_3,C54619,Client_3,e_5,p600,Prod_F,d_102,2020-04-12,6,0
a_537,B3210501,359102,C50248,p500,2022-08-18,713000,b_95,359102,Adv_95,c_250,C50248,Client_250,e_4,p500,Prod_E,d_960,2022-08-18,3,1
a_538,B3228600,611303,C56092,p200,2020-12-04,863000,b_53,611303,Adv_53,c_207,C56092,Client_207,e_1,p200,Prod_B,d_338,2020-12-04,4,1
a_539,F5139471,728097,C59494,p600,2020-10-08,700000,b_97,728097,Adv_97,c_67,C59494,Client_67,e_5,p600,Prod_F,d_281,2020-10-08,3,1
a_540,D4550920,306559,C55204,p200,2021-06-16,799000,b_58,306559,Adv_58,c_103,C55204,Client_103,e_1,p200,Prod_B,d_532,2021-06-16,2,1
a_541,C6424324,749684,C59715,p600,2022-07-16,281000,b_84,749684,Adv_84,c_240,C59715,Client_240,e_5,p600,Prod_F,d_927,2022-07-16,5,0
a_542,F6923545,242877,C55356,p600,2020-04-14,609000,b_42,242877,Adv_42,c_141,C55356,Client_141,e_5,p600,Prod_F,d_104,2020-04-14,1,1
a_543,A1501035,643935,C59319,p100,2022-04-24,904000,b_77,643935,Adv_77,c_115,C59319,Client_115,e_0,p100,Prod_A,d_844,2022-04-24,6,0
a_544,B8468968,547782,C56331,p500,2022-04-26,804000,b_91,547782,Adv_91,c_28,C56331,Client_28,e_4,p500,Prod_E,d_846,2022-04-26,1,1
a_545,D2892913,398626,C52446,p400,2022-11-27,665000,b_99,398626,Adv_99,c_261,C52446,Client_261,e_3,p400,Prod_D,d_1061,2022-11-27,6,0
a_546,C4063433,240750,C53080,p400,2022-06-22,772000,b_29,240750,Adv_29,c_273,C53080,Client_273,e_3,p400,Prod_D,d_903,2022-06-22,2,1
a_547,D5238583,240750,C51618,p700,2021-06-16,596000,b_29,240750,Adv_29,c_265,C51618,Client_265,e_6,p700,Prod_G,d_532,2021-06-16,2,1
a_548,C7048499,646138,C57117,p100,2021-01-27,262000,b_0,646138,Adv_0,c_73,C57117,Client_73,e_0,p100,Prod_A,d_392,2021-01-27,2,1
a_549,F1258313,723674,C57971,p500,2020-03-19,191000,b_36,723674,Adv_36,c_145,C57971,Client_145,e_4,p500,Prod_E,d_78,2020-03-19,3,1
a_550,C7766531,745395,C57976,p100,2022-10-07,868000,b_75,745395,Adv_75,c_76,C57976,Client_76,e_0,p100,Prod_A,d_1010,2022-10-07,4,1
a_551,F7085226,348325,C55102,p500,2022-08-27,161000,b_72,348325,Adv_72,c_148,C55102,Client_148,e_4,p500,Prod_E,d_969,2022-08-27,5,0
a_552,A3466281,828225,C56266,p200,2020-09-23,143000,b_54,828225,Adv_54,c_259,C56266,Client_259,e_1,p200,Prod_B,d_266,2020-09-23,2,1
a_553,C3624770,942262,C56301,p200,2020-02-09,165000,b_22,942262,Adv_22,c_204,C56301,Client_204,e_1,p200,Prod_B,d_39,2020-02-09,6,0
a_554,F6104205,365269,C55198,p500,2020-01-10,393000,b_50,365269,Adv_50,c_138,C55198,Client_138,e_4,p500,Prod_E,d_9,2020-01-10,4,1
a_555,D3945035,752235,C57802,p200,2020-01-29,948000,b_21,752235,Adv_21,c_278,C57802,Client_278,e_1,p200,Prod_B,d_28,2020-01-29,2,1
a_556,A4808196,918769,C50189,p700,2022-08-15,729000,b_31,918769,Adv_31,c_175,C50189,Client_175,e_6,p700,Prod_G,d_957,2022-08-15,0,1
a_557,D4855772,454332,C54652,p200,2020-01-17,734000,b_10,454332,Adv_10,c_181,C54652,Client_181,e_1,p200,Prod_B,d_16,2020-01-17,4,1
a_558,A2485863,225473,C53925,p200,2021-03-07,468000,b_6,225473,Adv_6,c_92,C53925,Client_92,e_1,p200,Prod_B,d_431,2021-03-07,6,0
a_559,F4709165,405276,C53766,p600,2022-02-27,429000,b_79,405276,Adv_79,c_142,C53766,Client_142,e_5,p600,Prod_F,d_788,2022-02-27,6,0
a_560,F3911722,119942,C58269,p300,2022-02-22,484000,b_32,119942,Adv_32,c_249,C58269,Client_249,e_2,p300,Prod_C,d_783,2022-02-22,1,1
a_561,C2288566,745395,C51545,p300,2020-02-14,523000,b_75,745395,Adv_75,c_25,C51545,Client_25,e_2,p300,Prod_C,d_44,2020-02-14,4,1
a_562,F8440281,306559,C51279,p700,2022-03-14,993000,b_58,306559,Adv_58,c_161,C51279,Client_161,e_6,p700,Prod_G,d_803,2022-03-14,0,1
a_563,D2705803,280189,C52767,p700,2022-11-04,316000,b_45,280189,Adv_45,c_297,C52767,Client_297,e_6,p700,Prod_G,d_1038,2022-11-04,4,1
a_564,D3760682,888488,C54030,p100,2022-07-24,751000,b_76,888488,Adv_76,c_256,C54030,Client_256,e_0,p100,Prod_A,d_935,2022-07-24,6,0
a_565,F6869905,601014,C53595,p300,2021-03-03,432000,b_62,601014,Adv_62,c_52,C53595,Client_52,e_2,p300,Prod_C,d_427,2021-03-03,2,1
a_566,A3085141,850104,C53813,p500,2022-01-24,932000,b_60,850104,Adv_60,c_133,C53813,Client_133,e_4,p500,Prod_E,d_754,2022-01-24,0,1
a_567,E8214333,174144,C54030,p700,2020-12-06,981000,b_43,174144,Adv_43,c_256,C54030,Client_256,e_6,p700,Prod_G,d_340,2020-12-06,6,0
a_568,F1955120,889774,C57802,p100,2022-12-27,923000,b_74,889774,Adv_74,c_278,C57802,Client_278,e_0,p100,Prod_A,d_1091,2022-12-27,1,1
a_569,C8640439,518825,C57138,p600,2022-06-24,885000,b_13,518825,Adv_13,c_195,C57138,Client_195,e_5,p600,Prod_F,d_905,2022-06-24,4,1
a_569,C8640439,518825,C57138,p600,2022-06-24,885000,b_13,518825,Adv_13,c_230,C57138,Client_230,e_5,p600,Prod_F,d_905,2022-06-24,4,1
a_570,A6607260,633447,C57190,p200,2022-04-26,883000,b_30,633447,Adv_30,c_262,C57190,Client_262,e_1,p200,Prod_B,d_846,2022-04-26,1,1
a_571,B4907619,102634,C53546,p300,2021-12-16,607000,b_67,102634,Adv_67,c_208,C53546,Client_208,e_2,p300,Prod_C,d_715,2021-12-16,3,1
a_572,A2773451,267231,C58334,p500,2022-01-27,615000,b_70,267231,Adv_70,c_66,C58334,Client_66,e_4,p500,Prod_E,d_757,2022-01-27,3,1
a_572,A2773451,267231,C58334,p500,2022-01-27,615000,b_70,267231,Adv_70,c_290,C58334,Client_290,e_4,p500,Prod_E,d_757,2022-01-27,3,1
a_573,F8818101,804837,C50869,p100,2021-02-15,913000,b_59,804837,Adv_59,c_126,C50869,Client_126,e_0,p100,Prod_A,d_411,2021-02-15,0,1
a_574,D6752719,562559,C55387,p300,2021-08-23,444000,b_11,562559,Adv_11,c_252,C55387,Client_252,e_2,p300,Prod_C,d_600,2021-08-23,0,1
a_575,D1849627,451696,C51662,p400,2022-09-27,788000,b_88,451696,Adv_88,c_260,C51662,Client_260,e_3,p400,Prod_D,d_1000,2022-09-27,1,1
a_576,E8733315,433297,C50189,p600,2022-02-15,289000,b_44,433297,Adv_44,c_175,C50189,Client_175,e_5,p600,Prod_F,d_776,2022-02-15,1,1
a_577,D7028448,283761,C50082,p700,2020-02-04,472000,b_48,283761,Adv_48,c_177,C50082,Client_177,e_6,p700,Prod_G,d_34,2020-02-04,1,1
a_578,C8753010,240750,C50587,p300,2021-04-18,145000,b_29,240750,Adv_29,c_122,C50587,Client_122,e_2,p300,Prod_C,d_473,2021-04-18,6,0
a_579,F5253786,454332,C57794,p200,2020-07-30,982000,b_10,454332,Adv_10,c_217,C57794,Client_217,e_1,p200,Prod_B,d_211,2020-07-30,3,1
a_580,B5250360,559400,C51266,p300,2020-12-10,764000,b_63,559400,Adv_63,c_91,C51266,Client_91,e_2,p300,Prod_C,d_344,2020-12-10,3,1
a_581,A5966161,100765,C51662,p700,2021-08-28,837000,b_93,100765,Adv_93,c_260,C51662,Client_260,e_6,p700,Prod_G,d_605,2021-08-28,5,0
a_582,B2627984,547782,C57920,p300,2021-06-06,664000,b_91,547782,Adv_91,c_30,C57920,Client_30,e_2,p300,Prod_C,d_522,2021-06-06,6,0
a_583,F4715980,865372,C50837,p500,2020-06-19,673000,b_41,865372,Adv_41,c_182,C50837,Client_182,e_4,p500,Prod_E,d_170,2020-06-19,4,1
a_584,F3446901,242877,C55766,p500,2020-09-02,235000,b_42,242877,Adv_42,c_42,C55766,Client_42,e_4,p500,Prod_E,d_245,2020-09-02,2,1
a_584,F3446901,242877,C55766,p500,2020-09-02,235000,b_42,242877,Adv_42,c_113,C55766,Client_113,e_4,p500,Prod_E,d_245,2020-09-02,2,1
a_585,E2913729,283761,C57117,p400,2021-07-07,324000,b_48,283761,Adv_48,c_73,C57117,Client_73,e_3,p400,Prod_D,d_553,2021-07-07,2,1
a_586,E6777326,365269,C50869,p700,2021-09-22,669000,b_50,365269,Adv_50,c_126,C50869,Client_126,e_6,p700,Prod_G,d_630,2021-09-22,2,1
a_587,C3261996,274894,C59432,p100,2022-11-01,281000,b_17,274894,Adv_17,c_187,C59432,Client_187,e_0,p100,Prod_A,d_1035,2022-11-01,1,1
a_588,B5292119,634950,C50280,p400,2022-06-12,341000,b_92,634950,Adv_92,c_190,C50280,Client_190,e_3,p400,Prod_D,d_893,2022-06-12,6,0
a_589,F8064503,814758,C50704,p200,2021-06-05,722000,b_73,814758,Adv_73,c_14,C50704,Client_14,e_1,p200,Prod_B,d_521,2021-06-05,5,0
a_590,C3249812,280189,C54836,p100,2021-06-06,369000,b_45,280189,Adv_45,c_23,C54836,Client_23,e_0,p100,Prod_A,d_522,2021-06-06,6,0
a_591,C4455552,643935,C54046,p500,2021-02-21,305000,b_77,643935,Adv_77,c_258,C54046,Client_258,e_4,p500,Prod_E,d_417,2021-02-21,6,0
a_592,A2774735,622781,C58994,p200,2021-05-04,272000,b_14,622781,Adv_14,c_157,C58994,Client_157,e_1,p200,Prod_B,d_489,2021-05-04,1,1
a_593,C1391950,304138,C50787,p100,2022-10-19,530000,b_16,304138,Adv_16,c_214,C50787,Client_214,e_0,p100,Prod_A,d_1022,2022-10-19,2,1
a_594,F1412357,913137,C55652,p700,2022-03-23,878000,b_5,913137,Adv_5,c_156,C55652,Client_156,e_6,p700,Prod_G,d_812,2022-03-23,2,1
a_595,E6271179,699208,C54312,p400,2020-09-12,869000,b_40,699208,Adv_40,c_105,C54312,Client_105,e_3,p400,Prod_D,d_255,2020-09-12,5,0
a_596,B4525877,749684,C52183,p600,2020-10-26,131000,b_84,749684,Adv_84,c_200,C52183,Client_200,e_5,p600,Prod_F,d_299,2020-10-26,0,1
a_597,D6684129,299218,C55914,p300,2020-10-28,381000,b_90,299218,Adv_90,c_285,C55914,Client_285,e_2,p300,Prod_C,d_301,2020-10-28,2,1
a_598,B8762016,781748,C56358,p200,2021-04-09,718000,b_49,781748,Adv_49,c_253,C56358,Client_253,e_1,p200,Prod_B,d_464,2021-04-09,4,1
a_599,A8575429,304138,C54836,p200,2022-10-26,240000,b_16,304138,Adv_16,c_23,C54836,Client_23,e_1,p200,Prod_B,d_1029,2022-10-26,2,1
a_600,C7306673,782892,C57080,p100,2020-06-08,547000,b_94,782892,Adv_94,c_163,C57080,Client_163,e_0,p100,Prod_A,d_159,2020-06-08,0,1
a_601,B8725463,723674,C53771,p400,2022-12-20,657000,b_36,723674,Adv_36,c_2,C53771,Client_2,e_3,p400,Prod_D,d_1084,2022-12-20,1,1
a_602,D1341326,870280,C57190,p600,2022-06-19,360000,b_20,870280,Adv_20,c_262,C57190,Client_262,e_5,p600,Prod_F,d_900,2022-06-19,6,0
a_603,C2564759,888488,C57255,p700,2021-07-11,906000,b_76,888488,Adv_76,c_215,C57255,Client_215,e_6,p700,Prod_G,d_557,2021-07-11,6,0
a_604,D5726956,433297,C56092,p700,2021-02-15,103000,b_44,433297,Adv_44,c_207,C56092,Client_207,e_6,p700,Prod_G,d_411,2021-02-15,0,1
a_605,F2466949,253754,C59500,p700,2021-12-30,669000,b_4,253754,Adv_4,c_227,C59500,Client_227,e_6,p700,Prod_G,d_729,2021-12-30,3,1
a_606,D5395880,174144,C55698,p600,2020-03-15,487000,b_43,174144,Adv_43,c_75,C55698,Client_75,e_5,p600,Prod_F,d_74,2020-03-15,6,0
a_607,D8858824,388490,C58741,p200,2021-11-27,316000,b_35,388490,Adv_35,c_46,C58741,Client_46,e_1,p200,Prod_B,d_696,2021-11-27,5,0
a_608,F7860191,391073,C51667,p100,2021-02-26,324000,b_96,391073,Adv_96,c_272,C51667,Client_272,e_0,p100,Prod_A,d_422,2021-02-26,4,1
a_609,F2018103,454332,C53009,p200,2021-02-09,237000,b_10,454332,Adv_10,c_88,C53009,Client_88,e_1,p200,Prod_B,d_405,2021-02-09,1,1
a_610,B7396759,102634,C55234,p600,2022-12-25,290000,b_67,102634,Adv_67,c_213,C55234,Client_213,e_5,p600,Prod_F,d_1089,2022-12-25,6,0
a_611,F2444953,223501,C57026,p600,2022-04-03,444000,b_80,223501,Adv_80,c_168,C57026,Client_168,e_5,p600,Prod_F,d_823,2022-04-03,6,0
a_612,A2990632,888488,C59251,p400,2022-07-09,117000,b_76,888488,Adv_76,c_158,C59251,Client_158,e_3,p400,Prod_D,d_920,2022-07-09,5,0
a_613,D8822258,223501,C57607,p200,2022-03-06,644000,b_80,223501,Adv_80,c_61,C57607,Client_61,e_1,p200,Prod_B,d_795,2022-03-06,6,0
a_614,F8484205,981938,C54306,p400,2022-12-23,978000,b_24,981938,Adv_24,c_211,C54306,Client_211,e_3,p400,Prod_D,d_1087,2022-12-23,4,1
a_615,D7817687,728097,C56954,p500,2022-12-25,793000,b_97,728097,Adv_97,c_275,C56954,Client_275,e_4,p500,Prod_E,d_1089,2022-12-25,6,0
a_616,C8513310,929461,C53766,p200,2022-02-17,922000,b_78,929461,Adv_78,c_142,C53766,Client_142,e_1,p200,Prod_B,d_778,2022-02-17,3,1
a_617,B4922874,633447,C58050,p600,2021-04-17,915000,b_30,633447,Adv_30,c_224,C58050,Client_224,e_5,p600,Prod_F,d_472,2021-04-17,5,0
a_618,E1953026,388490,C52519,p700,2021-11-18,653000,b_35,388490,Adv_35,c_12,C52519,Client_12,e_6,p700,Prod_G,d_687,2021-11-18,3,1
a_619,E8826710,180825,C55387,p600,2021-03-24,741000,b_25,180825,Adv_25,c_252,C55387,Client_252,e_5,p600,Prod_F,d_448,2021-03-24,2,1
a_620,C2665371,767765,C56358,p500,2021-11-09,222000,b_9,767765,Adv_9,c_253,C56358,Client_253,e_4,p500,Prod_E,d_678,2021-11-09,1,1
a_621,A1836978,100765,C57713,p600,2021-01-06,855000,b_93,100765,Adv_93,c_194,C57713,Client_194,e_5,p600,Prod_F,d_371,2021-01-06,2,1
a_622,E3216900,592435,C57117,p500,2022-09-28,424000,b_52,592435,Adv_52,c_73,C57117,Client_73,e_4,p500,Prod_E,d_1001,2022-09-28,2,1
a_623,A7183735,283761,C50049,p100,2020-10-21,707000,b_48,283761,Adv_48,c_245,C50049,Client_245,e_0,p100,Prod_A,d_294,2020-10-21,2,1
a_624,F3277255,143682,C57050,p600,2020-06-04,967000,b_81,143682,Adv_81,c_268,C57050,Client_268,e_5,p600,Prod_F,d_155,2020-06-04,3,1
a_625,F7882455,633447,C58123,p300,2022-11-21,681000,b_30,633447,Adv_30,c_152,C58123,Client_152,e_2,p300,Prod_C,d_1055,2022-11-21,0,1
a_626,A5112997,221447,C55654,p600,2021-11-30,499000,b_39,221447,Adv_39,c_94,C55654,Client_94,e_5,p600,Prod_F,d_699,2021-11-30,1,1
a_627,F5421061,749684,C54209,p500,2022-11-08,998000,b_84,749684,Adv_84,c_143,C54209,Client_143,e_4,p500,Prod_E,d_1042,2022-11-08,1,1
a_628,F3235759,643935,C52509,p600,2021-02-28,377000,b_77,643935,Adv_77,c_79,C52509,Client_79,e_5,p600,Prod_F,d_424,2021-02-28,6,0
a_629,F3194342,180825,C54619,p600,2022-05-15,797000,b_25,180825,Adv_25,c_3,C54619,Client_3,e_5,p600,Prod_F,d_865,2022-05-15,6,0
a_630,C1355419,745395,C57890,p600,2022-12-28,518000,b_75,745395,Adv_75,c_4,C57890,Client_4,e_5,p600,Prod_F,d_1092,2022-12-28,2,1
a_631,C1193256,304138,C59322,p600,2020-05-22,431000,b_16,304138,Adv_16,c_189,C59322,Client_189,e_5,p600,Prod_F,d_142,2020-05-22,4,1
a_632,D4553382,450449,C56444,p700,2022-04-19,818000,b_71,450449,Adv_71,c_58,C56444,Client_58,e_6,p700,Prod_G,d_839,2022-04-19,1,1
a_633,C3187398,456688,C53156,p600,2022-07-12,258000,b_38,456688,Adv_38,c_43,C53156,Client_43,e_5,p600,Prod_F,d_923,2022-07-12,1,1
a_634,C6074339,304138,C59718,p100,2020-11-02,578000,b_16,304138,Adv_16,c_32,C59718,Client_32,e_0,p100,Prod_A,d_306,2020-11-02,0,1
a_635,B2957517,314898,C52262,p400,2021-08-19,501000,b_51,314898,Adv_51,c_174,C52262,Client_174,e_3,p400,Prod_D,d_596,2021-08-19,3,1
a_636,F8438751,547782,C59716,p600,2022-12-01,851000,b_91,547782,Adv_91,c_267,C59716,Client_267,e_5,p600,Prod_F,d_1065,2022-12-01,3,1
a_637,B7977831,274894,C55698,p200,2020-11-04,939000,b_17,274894,Adv_17,c_75,C55698,Client_75,e_1,p200,Prod_B,d_308,2020-11-04,2,1
a_638,A8144535,981938,C53254,p400,2020-05-27,320000,b_24,981938,Adv_24,c_89,C53254,Client_89,e_3,p400,Prod_D,d_147,2020-05-27,2,1
a_639,D7651722,314898,C58382,p400,2021-04-26,663000,b_51,314898,Adv_51,c_98,C58382,Client_98,e_3,p400,Prod_D,d_481,2021-04-26,0,1
a_640,E8625645,143682,C53468,p700,2021-01-04,254000,b_81,143682,Adv_81,c_229,C53468,Client_229,e_6,p700,Prod_G,d_369,2021-01-04,0,1
a_641,C8038268,433297,C53314,p200,2021-12-11,347000,b_44,433297,Adv_44,c_291,C53314,Client_291,e_1,p200,Prod_B,d_710,2021-12-11,5,0
a_642,D8178158,283761,C50695,p400,2021-10-05,172000,b_48,283761,Adv_48,c_264,C50695,Client_264,e_3,p400,Prod_D,d_643,2021-10-05,1,1
a_643,A6104199,559400,C53925,p400,2021-06-05,652000,b_63,559400,Adv_63,c_92,C53925,Client_92,e_3,p400,Prod_D,d_521,2021-06-05,5,0
